,object,viewpoint,instance,morphline,path
789,bed,15,10,bedTable,baseline_sketches/bed_15_10_bedTable.png
790,bed,15,11,bedTable,baseline_sketches/bed_15_11_bedTable.png
791,bed,15,12,bedTable,baseline_sketches/bed_15_12_bedTable.png
792,bed,15,13,bedTable,baseline_sketches/bed_15_13_bedTable.png
793,bed,15,14,bedTable,baseline_sketches/bed_15_14_bedTable.png
794,bed,15,15,bedTable,baseline_sketches/bed_15_15_bedTable.png
795,bed,15,16,bedTable,baseline_sketches/bed_15_16_bedTable.png
796,bed,15,17,bedTable,baseline_sketches/bed_15_17_bedTable.png
797,bed,15,18,bedTable,baseline_sketches/bed_15_18_bedTable.png
798,bed,15,19,bedTable,baseline_sketches/bed_15_19_bedTable.png
799,bed,15,20,bedTable,baseline_sketches/bed_15_20_bedTable.png
800,bed,15,21,bedTable,baseline_sketches/bed_15_21_bedTable.png
801,bed,15,22,bedTable,baseline_sketches/bed_15_22_bedTable.png
802,bed,15,23,bedTable,baseline_sketches/bed_15_23_bedTable.png
803,bed,15,24,bedTable,baseline_sketches/bed_15_24_bedTable.png
804,bed,15,25,bedTable,baseline_sketches/bed_15_25_bedTable.png
805,bed,15,26,bedTable,baseline_sketches/bed_15_26_bedTable.png
806,bed,25,0,bedTable,baseline_sketches/bed_25_0_bedTable.png
807,bed,25,1,bedTable,baseline_sketches/bed_25_1_bedTable.png
808,bed,25,2,bedTable,baseline_sketches/bed_25_2_bedTable.png
809,bed,25,3,bedTable,baseline_sketches/bed_25_3_bedTable.png
810,bed,25,4,bedTable,baseline_sketches/bed_25_4_bedTable.png
811,bed,25,5,bedTable,baseline_sketches/bed_25_5_bedTable.png
812,bed,25,6,bedTable,baseline_sketches/bed_25_6_bedTable.png
813,bed,25,7,bedTable,baseline_sketches/bed_25_7_bedTable.png
814,bed,25,8,bedTable,baseline_sketches/bed_25_8_bedTable.png
815,bed,25,9,bedTable,baseline_sketches/bed_25_9_bedTable.png
816,bed,25,10,bedTable,baseline_sketches/bed_25_10_bedTable.png
817,bed,25,11,bedTable,baseline_sketches/bed_25_11_bedTable.png
818,bed,25,12,bedTable,baseline_sketches/bed_25_12_bedTable.png
819,bed,25,13,bedTable,baseline_sketches/bed_25_13_bedTable.png
820,bed,25,14,bedTable,baseline_sketches/bed_25_14_bedTable.png
821,bed,25,15,bedTable,baseline_sketches/bed_25_15_bedTable.png
822,bed,25,16,bedTable,baseline_sketches/bed_25_16_bedTable.png
823,bed,25,17,bedTable,baseline_sketches/bed_25_17_bedTable.png
824,bed,25,18,bedTable,baseline_sketches/bed_25_18_bedTable.png
825,bed,25,19,bedTable,baseline_sketches/bed_25_19_bedTable.png
826,bed,25,20,bedTable,baseline_sketches/bed_25_20_bedTable.png
827,bed,25,21,bedTable,baseline_sketches/bed_25_21_bedTable.png
828,bed,25,22,bedTable,baseline_sketches/bed_25_22_bedTable.png
829,bed,25,23,bedTable,baseline_sketches/bed_25_23_bedTable.png
830,bed,25,24,bedTable,baseline_sketches/bed_25_24_bedTable.png
831,bed,25,25,bedTable,baseline_sketches/bed_25_25_bedTable.png
832,bed,25,26,bedTable,baseline_sketches/bed_25_26_bedTable.png
833,bed,25,27,bedTable,baseline_sketches/bed_25_27_bedTable.png
834,bed,25,28,bedTable,baseline_sketches/bed_25_28_bedTable.png
835,bed,20,0,bedTable,baseline_sketches/bed_20_0_bedTable.png
836,bed,20,1,bedTable,baseline_sketches/bed_20_1_bedTable.png
837,bed,20,2,bedTable,baseline_sketches/bed_20_2_bedTable.png
838,bed,20,3,bedTable,baseline_sketches/bed_20_3_bedTable.png
839,bed,0,0,bedTable,baseline_sketches/bed_0_0_bedTable.png
840,bed,0,1,bedTable,baseline_sketches/bed_0_1_bedTable.png
841,bed,0,2,bedTable,baseline_sketches/bed_0_2_bedTable.png
842,bed,0,3,bedTable,baseline_sketches/bed_0_3_bedTable.png
843,bed,0,4,bedTable,baseline_sketches/bed_0_4_bedTable.png
844,bed,10,0,bedTable,baseline_sketches/bed_10_0_bedTable.png
845,bed,10,1,bedTable,baseline_sketches/bed_10_1_bedTable.png
846,bed,10,2,bedTable,baseline_sketches/bed_10_2_bedTable.png
847,bed,10,3,bedTable,baseline_sketches/bed_10_3_bedTable.png
848,bed,10,4,bedTable,baseline_sketches/bed_10_4_bedTable.png
849,bed,35,0,bedTable,baseline_sketches/bed_35_0_bedTable.png
850,bed,35,1,bedTable,baseline_sketches/bed_35_1_bedTable.png
851,bed,35,2,bedTable,baseline_sketches/bed_35_2_bedTable.png
852,bed,35,3,bedTable,baseline_sketches/bed_35_3_bedTable.png
853,bed,35,4,bedTable,baseline_sketches/bed_35_4_bedTable.png
854,bed,35,5,bedTable,baseline_sketches/bed_35_5_bedTable.png
855,bed,35,6,bedTable,baseline_sketches/bed_35_6_bedTable.png
856,bed,35,7,bedTable,baseline_sketches/bed_35_7_bedTable.png
857,bed,35,8,bedTable,baseline_sketches/bed_35_8_bedTable.png
858,bed,35,9,bedTable,baseline_sketches/bed_35_9_bedTable.png
859,bed,35,10,bedTable,baseline_sketches/bed_35_10_bedTable.png
860,bed,35,11,bedTable,baseline_sketches/bed_35_11_bedTable.png
861,bed,35,12,bedTable,baseline_sketches/bed_35_12_bedTable.png
862,bed,35,13,bedTable,baseline_sketches/bed_35_13_bedTable.png
863,bed,35,14,bedTable,baseline_sketches/bed_35_14_bedTable.png
864,bed,35,15,bedTable,baseline_sketches/bed_35_15_bedTable.png
865,bed,35,16,bedTable,baseline_sketches/bed_35_16_bedTable.png
866,bed,35,17,bedTable,baseline_sketches/bed_35_17_bedTable.png
867,bed,35,18,bedTable,baseline_sketches/bed_35_18_bedTable.png
868,bed,35,19,bedTable,baseline_sketches/bed_35_19_bedTable.png
869,bed,35,20,bedTable,baseline_sketches/bed_35_20_bedTable.png
870,bed,35,21,bedTable,baseline_sketches/bed_35_21_bedTable.png
871,bed,35,22,bedTable,baseline_sketches/bed_35_22_bedTable.png
872,bed,35,23,bedTable,baseline_sketches/bed_35_23_bedTable.png
873,bed,35,24,bedTable,baseline_sketches/bed_35_24_bedTable.png
874,bed,5,0,bedTable,baseline_sketches/bed_5_0_bedTable.png
875,bed,5,1,bedTable,baseline_sketches/bed_5_1_bedTable.png
876,bed,5,2,bedTable,baseline_sketches/bed_5_2_bedTable.png
877,bed,5,3,bedTable,baseline_sketches/bed_5_3_bedTable.png
878,bed,5,4,bedTable,baseline_sketches/bed_5_4_bedTable.png
879,bed,5,5,bedTable,baseline_sketches/bed_5_5_bedTable.png
880,bed,5,6,bedTable,baseline_sketches/bed_5_6_bedTable.png
881,bed,5,7,bedTable,baseline_sketches/bed_5_7_bedTable.png
882,bed,5,8,bedTable,baseline_sketches/bed_5_8_bedTable.png
883,bed,5,9,bedTable,baseline_sketches/bed_5_9_bedTable.png
884,bed,5,10,bedTable,baseline_sketches/bed_5_10_bedTable.png
885,bed,5,11,bedTable,baseline_sketches/bed_5_11_bedTable.png
886,bed,5,12,bedTable,baseline_sketches/bed_5_12_bedTable.png
887,bed,5,13,bedTable,baseline_sketches/bed_5_13_bedTable.png
888,bed,5,14,bedTable,baseline_sketches/bed_5_14_bedTable.png
889,bed,5,15,bedTable,baseline_sketches/bed_5_15_bedTable.png
890,bed,5,16,bedTable,baseline_sketches/bed_5_16_bedTable.png
891,bed,5,17,bedTable,baseline_sketches/bed_5_17_bedTable.png
892,bed,5,18,bedTable,baseline_sketches/bed_5_18_bedTable.png
893,bed,5,19,bedTable,baseline_sketches/bed_5_19_bedTable.png
894,bed,5,20,bedTable,baseline_sketches/bed_5_20_bedTable.png
895,bed,5,21,bedTable,baseline_sketches/bed_5_21_bedTable.png
896,bed,5,22,bedTable,baseline_sketches/bed_5_22_bedTable.png
897,bed,5,23,bedTable,baseline_sketches/bed_5_23_bedTable.png
898,bed,5,24,bedTable,baseline_sketches/bed_5_24_bedTable.png
899,bed,5,25,bedTable,baseline_sketches/bed_5_25_bedTable.png
900,bed,5,26,bedTable,baseline_sketches/bed_5_26_bedTable.png
901,bed,5,27,bedTable,baseline_sketches/bed_5_27_bedTable.png
902,bed,5,28,bedTable,baseline_sketches/bed_5_28_bedTable.png
903,bed,5,29,bedTable,baseline_sketches/bed_5_29_bedTable.png
904,bed,5,30,bedTable,baseline_sketches/bed_5_30_bedTable.png
905,bed,5,31,bedTable,baseline_sketches/bed_5_31_bedTable.png
906,table,30,0,bedTable,baseline_sketches/table_30_0_bedTable.png
907,table,30,1,bedTable,baseline_sketches/table_30_1_bedTable.png
908,table,30,2,bedTable,baseline_sketches/table_30_2_bedTable.png
909,table,30,3,bedTable,baseline_sketches/table_30_3_bedTable.png
910,table,15,0,bedTable,baseline_sketches/table_15_0_bedTable.png
911,table,15,1,bedTable,baseline_sketches/table_15_1_bedTable.png
912,table,15,2,bedTable,baseline_sketches/table_15_2_bedTable.png
913,table,15,3,bedTable,baseline_sketches/table_15_3_bedTable.png
914,table,15,4,bedTable,baseline_sketches/table_15_4_bedTable.png
915,table,15,5,bedTable,baseline_sketches/table_15_5_bedTable.png
916,table,15,6,bedTable,baseline_sketches/table_15_6_bedTable.png
917,table,15,7,bedTable,baseline_sketches/table_15_7_bedTable.png
918,table,15,8,bedTable,baseline_sketches/table_15_8_bedTable.png
919,table,15,9,bedTable,baseline_sketches/table_15_9_bedTable.png
920,table,15,10,bedTable,baseline_sketches/table_15_10_bedTable.png
921,table,15,11,bedTable,baseline_sketches/table_15_11_bedTable.png
922,table,15,12,bedTable,baseline_sketches/table_15_12_bedTable.png
923,table,15,13,bedTable,baseline_sketches/table_15_13_bedTable.png
924,table,15,14,bedTable,baseline_sketches/table_15_14_bedTable.png
925,table,15,15,bedTable,baseline_sketches/table_15_15_bedTable.png
926,table,15,16,bedTable,baseline_sketches/table_15_16_bedTable.png
927,table,15,17,bedTable,baseline_sketches/table_15_17_bedTable.png
928,table,15,18,bedTable,baseline_sketches/table_15_18_bedTable.png
929,table,15,19,bedTable,baseline_sketches/table_15_19_bedTable.png
930,table,15,20,bedTable,baseline_sketches/table_15_20_bedTable.png
931,table,15,21,bedTable,baseline_sketches/table_15_21_bedTable.png
932,table,15,22,bedTable,baseline_sketches/table_15_22_bedTable.png
933,table,15,23,bedTable,baseline_sketches/table_15_23_bedTable.png
934,table,15,24,bedTable,baseline_sketches/table_15_24_bedTable.png
935,table,15,25,bedTable,baseline_sketches/table_15_25_bedTable.png
936,table,15,26,bedTable,baseline_sketches/table_15_26_bedTable.png
937,table,25,0,bedTable,baseline_sketches/table_25_0_bedTable.png
938,table,25,1,bedTable,baseline_sketches/table_25_1_bedTable.png
939,table,25,2,bedTable,baseline_sketches/table_25_2_bedTable.png
940,table,25,4,bedTable,baseline_sketches/table_25_4_bedTable.png
941,table,25,5,bedTable,baseline_sketches/table_25_5_bedTable.png
942,table,25,6,bedTable,baseline_sketches/table_25_6_bedTable.png
943,table,25,7,bedTable,baseline_sketches/table_25_7_bedTable.png
944,table,25,8,bedTable,baseline_sketches/table_25_8_bedTable.png
945,table,25,9,bedTable,baseline_sketches/table_25_9_bedTable.png
946,table,25,10,bedTable,baseline_sketches/table_25_10_bedTable.png
947,table,25,11,bedTable,baseline_sketches/table_25_11_bedTable.png
948,table,25,12,bedTable,baseline_sketches/table_25_12_bedTable.png
949,table,25,13,bedTable,baseline_sketches/table_25_13_bedTable.png
950,table,25,14,bedTable,baseline_sketches/table_25_14_bedTable.png
951,table,25,15,bedTable,baseline_sketches/table_25_15_bedTable.png
952,table,25,16,bedTable,baseline_sketches/table_25_16_bedTable.png
953,table,25,17,bedTable,baseline_sketches/table_25_17_bedTable.png
954,table,25,18,bedTable,baseline_sketches/table_25_18_bedTable.png
955,table,25,19,bedTable,baseline_sketches/table_25_19_bedTable.png
956,table,25,20,bedTable,baseline_sketches/table_25_20_bedTable.png
957,table,25,21,bedTable,baseline_sketches/table_25_21_bedTable.png
958,table,25,22,bedTable,baseline_sketches/table_25_22_bedTable.png
959,table,25,23,bedTable,baseline_sketches/table_25_23_bedTable.png
960,table,25,24,bedTable,baseline_sketches/table_25_24_bedTable.png
961,table,25,25,bedTable,baseline_sketches/table_25_25_bedTable.png
962,table,25,26,bedTable,baseline_sketches/table_25_26_bedTable.png
963,table,25,27,bedTable,baseline_sketches/table_25_27_bedTable.png
964,table,20,0,bedTable,baseline_sketches/table_20_0_bedTable.png
965,table,20,1,bedTable,baseline_sketches/table_20_1_bedTable.png
966,table,20,2,bedTable,baseline_sketches/table_20_2_bedTable.png
967,table,20,3,bedTable,baseline_sketches/table_20_3_bedTable.png
968,table,0,0,bedTable,baseline_sketches/table_0_0_bedTable.png
969,table,0,1,bedTable,baseline_sketches/table_0_1_bedTable.png
970,table,0,2,bedTable,baseline_sketches/table_0_2_bedTable.png
971,table,0,3,bedTable,baseline_sketches/table_0_3_bedTable.png
972,table,10,0,bedTable,baseline_sketches/table_10_0_bedTable.png
973,table,10,1,bedTable,baseline_sketches/table_10_1_bedTable.png
974,table,10,2,bedTable,baseline_sketches/table_10_2_bedTable.png
975,table,10,3,bedTable,baseline_sketches/table_10_3_bedTable.png
976,table,10,4,bedTable,baseline_sketches/table_10_4_bedTable.png
977,table,10,5,bedTable,baseline_sketches/table_10_5_bedTable.png
978,table,10,6,bedTable,baseline_sketches/table_10_6_bedTable.png
979,table,35,0,bedTable,baseline_sketches/table_35_0_bedTable.png
980,table,35,1,bedTable,baseline_sketches/table_35_1_bedTable.png
981,table,35,2,bedTable,baseline_sketches/table_35_2_bedTable.png
982,table,35,3,bedTable,baseline_sketches/table_35_3_bedTable.png
983,table,35,4,bedTable,baseline_sketches/table_35_4_bedTable.png
984,table,35,5,bedTable,baseline_sketches/table_35_5_bedTable.png
985,table,35,6,bedTable,baseline_sketches/table_35_6_bedTable.png
986,table,35,7,bedTable,baseline_sketches/table_35_7_bedTable.png
987,table,35,8,bedTable,baseline_sketches/table_35_8_bedTable.png
988,table,35,9,bedTable,baseline_sketches/table_35_9_bedTable.png
989,table,35,10,bedTable,baseline_sketches/table_35_10_bedTable.png
990,table,35,11,bedTable,baseline_sketches/table_35_11_bedTable.png
991,table,35,12,bedTable,baseline_sketches/table_35_12_bedTable.png
992,table,35,13,bedTable,baseline_sketches/table_35_13_bedTable.png
993,table,35,14,bedTable,baseline_sketches/table_35_14_bedTable.png
994,table,35,15,bedTable,baseline_sketches/table_35_15_bedTable.png
995,table,35,16,bedTable,baseline_sketches/table_35_16_bedTable.png
996,table,35,17,bedTable,baseline_sketches/table_35_17_bedTable.png
997,table,35,18,bedTable,baseline_sketches/table_35_18_bedTable.png
998,table,35,19,bedTable,baseline_sketches/table_35_19_bedTable.png
999,table,35,20,bedTable,baseline_sketches/table_35_20_bedTable.png
1000,table,35,21,bedTable,baseline_sketches/table_35_21_bedTable.png
1001,table,35,22,bedTable,baseline_sketches/table_35_22_bedTable.png
1002,table,35,23,bedTable,baseline_sketches/table_35_23_bedTable.png
1003,table,35,24,bedTable,baseline_sketches/table_35_24_bedTable.png
1004,table,35,25,bedTable,baseline_sketches/table_35_25_bedTable.png
1005,table,35,26,bedTable,baseline_sketches/table_35_26_bedTable.png
1006,table,35,27,bedTable,baseline_sketches/table_35_27_bedTable.png
1007,table,35,28,bedTable,baseline_sketches/table_35_28_bedTable.png
1008,table,35,29,bedTable,baseline_sketches/table_35_29_bedTable.png
1009,table,35,30,bedTable,baseline_sketches/table_35_30_bedTable.png
1010,table,35,31,bedTable,baseline_sketches/table_35_31_bedTable.png
1011,table,35,32,bedTable,baseline_sketches/table_35_32_bedTable.png
1012,table,35,33,bedTable,baseline_sketches/table_35_33_bedTable.png
1013,table,5,0,bedTable,baseline_sketches/table_5_0_bedTable.png
1014,table,5,1,bedTable,baseline_sketches/table_5_1_bedTable.png
1015,table,5,2,bedTable,baseline_sketches/table_5_2_bedTable.png
1016,table,5,3,bedTable,baseline_sketches/table_5_3_bedTable.png
1017,table,5,4,bedTable,baseline_sketches/table_5_4_bedTable.png
1018,table,5,5,bedTable,baseline_sketches/table_5_5_bedTable.png
1019,table,5,6,bedTable,baseline_sketches/table_5_6_bedTable.png
1020,table,5,7,bedTable,baseline_sketches/table_5_7_bedTable.png
1021,table,5,8,bedTable,baseline_sketches/table_5_8_bedTable.png
1022,table,5,9,bedTable,baseline_sketches/table_5_9_bedTable.png
1023,table,5,10,bedTable,baseline_sketches/table_5_10_bedTable.png
1024,table,5,11,bedTable,baseline_sketches/table_5_11_bedTable.png
1025,table,5,12,bedTable,baseline_sketches/table_5_12_bedTable.png
1026,table,5,13,bedTable,baseline_sketches/table_5_13_bedTable.png
1027,table,5,14,bedTable,baseline_sketches/table_5_14_bedTable.png
1028,table,5,15,bedTable,baseline_sketches/table_5_15_bedTable.png
1029,table,5,16,bedTable,baseline_sketches/table_5_16_bedTable.png
1030,table,5,17,bedTable,baseline_sketches/table_5_17_bedTable.png
1031,table,5,18,bedTable,baseline_sketches/table_5_18_bedTable.png
1032,table,5,19,bedTable,baseline_sketches/table_5_19_bedTable.png
1033,table,5,20,bedTable,baseline_sketches/table_5_20_bedTable.png
1034,table,5,21,bedTable,baseline_sketches/table_5_21_bedTable.png
1035,table,5,22,bedTable,baseline_sketches/table_5_22_bedTable.png
1036,table,5,23,bedTable,baseline_sketches/table_5_23_bedTable.png
1037,table,5,24,bedTable,baseline_sketches/table_5_24_bedTable.png
1038,table,5,25,bedTable,baseline_sketches/table_5_25_bedTable.png
1039,table,5,26,bedTable,baseline_sketches/table_5_26_bedTable.png
1040,table,5,27,bedTable,baseline_sketches/table_5_27_bedTable.png
1041,bed,30,0,bedChair,baseline_sketches/bed_30_0_bedChair.png
1042,bed,30,1,bedChair,baseline_sketches/bed_30_1_bedChair.png
1043,bed,30,2,bedChair,baseline_sketches/bed_30_2_bedChair.png
1044,bed,30,3,bedChair,baseline_sketches/bed_30_3_bedChair.png
1045,bed,15,0,bedChair,baseline_sketches/bed_15_0_bedChair.png
1046,bed,15,1,bedChair,baseline_sketches/bed_15_1_bedChair.png
1047,bed,15,2,bedChair,baseline_sketches/bed_15_2_bedChair.png
1048,bed,15,3,bedChair,baseline_sketches/bed_15_3_bedChair.png
1049,bed,15,4,bedChair,baseline_sketches/bed_15_4_bedChair.png
1050,bed,15,5,bedChair,baseline_sketches/bed_15_5_bedChair.png
1051,bed,15,6,bedChair,baseline_sketches/bed_15_6_bedChair.png
1052,bed,15,7,bedChair,baseline_sketches/bed_15_7_bedChair.png
1053,bed,15,8,bedChair,baseline_sketches/bed_15_8_bedChair.png
1054,bed,15,9,bedChair,baseline_sketches/bed_15_9_bedChair.png
1055,bed,15,10,bedChair,baseline_sketches/bed_15_10_bedChair.png
1056,bed,15,11,bedChair,baseline_sketches/bed_15_11_bedChair.png
1057,bed,15,12,bedChair,baseline_sketches/bed_15_12_bedChair.png
1058,bed,15,13,bedChair,baseline_sketches/bed_15_13_bedChair.png
1059,bed,15,14,bedChair,baseline_sketches/bed_15_14_bedChair.png
1060,bed,15,15,bedChair,baseline_sketches/bed_15_15_bedChair.png
1061,bed,15,16,bedChair,baseline_sketches/bed_15_16_bedChair.png
1062,bed,15,17,bedChair,baseline_sketches/bed_15_17_bedChair.png
1063,bed,15,18,bedChair,baseline_sketches/bed_15_18_bedChair.png
1064,bed,15,19,bedChair,baseline_sketches/bed_15_19_bedChair.png
1065,bed,15,20,bedChair,baseline_sketches/bed_15_20_bedChair.png
1066,bed,15,21,bedChair,baseline_sketches/bed_15_21_bedChair.png
1067,bed,15,22,bedChair,baseline_sketches/bed_15_22_bedChair.png
1068,bed,15,23,bedChair,baseline_sketches/bed_15_23_bedChair.png
1069,bed,15,24,bedChair,baseline_sketches/bed_15_24_bedChair.png
1070,bed,25,0,bedChair,baseline_sketches/bed_25_0_bedChair.png
1071,bed,25,1,bedChair,baseline_sketches/bed_25_1_bedChair.png
1072,bed,25,3,bedChair,baseline_sketches/bed_25_3_bedChair.png
1073,bed,25,4,bedChair,baseline_sketches/bed_25_4_bedChair.png
1074,bed,25,5,bedChair,baseline_sketches/bed_25_5_bedChair.png
1075,bed,25,6,bedChair,baseline_sketches/bed_25_6_bedChair.png
1076,bed,25,7,bedChair,baseline_sketches/bed_25_7_bedChair.png
1077,bed,25,8,bedChair,baseline_sketches/bed_25_8_bedChair.png
1078,bed,25,9,bedChair,baseline_sketches/bed_25_9_bedChair.png
1079,bed,25,10,bedChair,baseline_sketches/bed_25_10_bedChair.png
1080,bed,25,11,bedChair,baseline_sketches/bed_25_11_bedChair.png
1081,bed,25,12,bedChair,baseline_sketches/bed_25_12_bedChair.png
1082,bed,25,13,bedChair,baseline_sketches/bed_25_13_bedChair.png
1083,bed,25,14,bedChair,baseline_sketches/bed_25_14_bedChair.png
1084,bed,25,15,bedChair,baseline_sketches/bed_25_15_bedChair.png
1085,bed,25,16,bedChair,baseline_sketches/bed_25_16_bedChair.png
1086,bed,25,17,bedChair,baseline_sketches/bed_25_17_bedChair.png
1087,bed,25,18,bedChair,baseline_sketches/bed_25_18_bedChair.png
1088,bed,25,19,bedChair,baseline_sketches/bed_25_19_bedChair.png
1089,bed,25,20,bedChair,baseline_sketches/bed_25_20_bedChair.png
1090,bed,25,21,bedChair,baseline_sketches/bed_25_21_bedChair.png
1091,bed,25,22,bedChair,baseline_sketches/bed_25_22_bedChair.png
1092,bed,25,23,bedChair,baseline_sketches/bed_25_23_bedChair.png
1093,bed,25,24,bedChair,baseline_sketches/bed_25_24_bedChair.png
1094,bed,25,25,bedChair,baseline_sketches/bed_25_25_bedChair.png
1095,bed,25,26,bedChair,baseline_sketches/bed_25_26_bedChair.png
1096,bed,25,27,bedChair,baseline_sketches/bed_25_27_bedChair.png
1097,bed,20,0,bedChair,baseline_sketches/bed_20_0_bedChair.png
1098,bed,20,1,bedChair,baseline_sketches/bed_20_1_bedChair.png
1099,bed,20,2,bedChair,baseline_sketches/bed_20_2_bedChair.png
1100,bed,20,3,bedChair,baseline_sketches/bed_20_3_bedChair.png
1101,bed,0,0,bedChair,baseline_sketches/bed_0_0_bedChair.png
1102,bed,0,1,bedChair,baseline_sketches/bed_0_1_bedChair.png
1103,bed,0,2,bedChair,baseline_sketches/bed_0_2_bedChair.png
1104,bed,0,3,bedChair,baseline_sketches/bed_0_3_bedChair.png
1105,bed,10,0,bedChair,baseline_sketches/bed_10_0_bedChair.png
1106,bed,10,1,bedChair,baseline_sketches/bed_10_1_bedChair.png
1107,bed,10,2,bedChair,baseline_sketches/bed_10_2_bedChair.png
1108,bed,10,3,bedChair,baseline_sketches/bed_10_3_bedChair.png
1109,bed,10,4,bedChair,baseline_sketches/bed_10_4_bedChair.png
1110,bed,10,5,bedChair,baseline_sketches/bed_10_5_bedChair.png
1111,bed,35,0,bedChair,baseline_sketches/bed_35_0_bedChair.png
1112,bed,35,1,bedChair,baseline_sketches/bed_35_1_bedChair.png
1113,bed,35,2,bedChair,baseline_sketches/bed_35_2_bedChair.png
1114,bed,35,3,bedChair,baseline_sketches/bed_35_3_bedChair.png
1115,bed,35,4,bedChair,baseline_sketches/bed_35_4_bedChair.png
1116,bed,35,5,bedChair,baseline_sketches/bed_35_5_bedChair.png
1117,bed,35,6,bedChair,baseline_sketches/bed_35_6_bedChair.png
1118,bed,35,7,bedChair,baseline_sketches/bed_35_7_bedChair.png
1119,bed,35,8,bedChair,baseline_sketches/bed_35_8_bedChair.png
1120,bed,35,9,bedChair,baseline_sketches/bed_35_9_bedChair.png
1121,bed,35,10,bedChair,baseline_sketches/bed_35_10_bedChair.png
1122,bed,35,11,bedChair,baseline_sketches/bed_35_11_bedChair.png
1123,bed,35,12,bedChair,baseline_sketches/bed_35_12_bedChair.png
1124,bed,35,13,bedChair,baseline_sketches/bed_35_13_bedChair.png
1125,bed,35,14,bedChair,baseline_sketches/bed_35_14_bedChair.png
1126,bed,35,15,bedChair,baseline_sketches/bed_35_15_bedChair.png
1127,bed,35,16,bedChair,baseline_sketches/bed_35_16_bedChair.png
1128,bed,35,17,bedChair,baseline_sketches/bed_35_17_bedChair.png
1129,bed,35,18,bedChair,baseline_sketches/bed_35_18_bedChair.png
1130,bed,35,19,bedChair,baseline_sketches/bed_35_19_bedChair.png
1131,bed,35,20,bedChair,baseline_sketches/bed_35_20_bedChair.png
1132,bed,35,21,bedChair,baseline_sketches/bed_35_21_bedChair.png
1133,bed,35,22,bedChair,baseline_sketches/bed_35_22_bedChair.png
1134,bed,35,23,bedChair,baseline_sketches/bed_35_23_bedChair.png
1135,bed,35,24,bedChair,baseline_sketches/bed_35_24_bedChair.png
1136,bed,35,25,bedChair,baseline_sketches/bed_35_25_bedChair.png
1137,bed,5,0,bedChair,baseline_sketches/bed_5_0_bedChair.png
1138,bed,5,1,bedChair,baseline_sketches/bed_5_1_bedChair.png
1139,bed,5,2,bedChair,baseline_sketches/bed_5_2_bedChair.png
1140,bed,5,3,bedChair,baseline_sketches/bed_5_3_bedChair.png
1141,bed,5,4,bedChair,baseline_sketches/bed_5_4_bedChair.png
1142,bed,5,5,bedChair,baseline_sketches/bed_5_5_bedChair.png
1143,bed,5,6,bedChair,baseline_sketches/bed_5_6_bedChair.png
1144,bed,5,7,bedChair,baseline_sketches/bed_5_7_bedChair.png
1145,bed,5,8,bedChair,baseline_sketches/bed_5_8_bedChair.png
1146,bed,5,9,bedChair,baseline_sketches/bed_5_9_bedChair.png
1147,bed,5,10,bedChair,baseline_sketches/bed_5_10_bedChair.png
1148,bed,5,11,bedChair,baseline_sketches/bed_5_11_bedChair.png
1149,bed,5,12,bedChair,baseline_sketches/bed_5_12_bedChair.png
1150,bed,5,13,bedChair,baseline_sketches/bed_5_13_bedChair.png
1151,bed,5,14,bedChair,baseline_sketches/bed_5_14_bedChair.png
1152,bed,5,15,bedChair,baseline_sketches/bed_5_15_bedChair.png
1153,bed,5,16,bedChair,baseline_sketches/bed_5_16_bedChair.png
1154,bed,5,17,bedChair,baseline_sketches/bed_5_17_bedChair.png
1155,bed,5,18,bedChair,baseline_sketches/bed_5_18_bedChair.png
1156,bed,5,19,bedChair,baseline_sketches/bed_5_19_bedChair.png
1157,bed,5,20,bedChair,baseline_sketches/bed_5_20_bedChair.png
1158,bed,5,21,bedChair,baseline_sketches/bed_5_21_bedChair.png
1159,bed,5,22,bedChair,baseline_sketches/bed_5_22_bedChair.png
1160,bed,5,23,bedChair,baseline_sketches/bed_5_23_bedChair.png
1161,bed,5,24,bedChair,baseline_sketches/bed_5_24_bedChair.png
1162,bed,5,25,bedChair,baseline_sketches/bed_5_25_bedChair.png
1163,bed,5,26,bedChair,baseline_sketches/bed_5_26_bedChair.png
1164,bed,5,27,bedChair,baseline_sketches/bed_5_27_bedChair.png
1165,chair,30,0,bedChair,baseline_sketches/chair_30_0_bedChair.png
1166,chair,30,1,bedChair,baseline_sketches/chair_30_1_bedChair.png
1167,chair,30,2,bedChair,baseline_sketches/chair_30_2_bedChair.png
1168,chair,30,3,bedChair,baseline_sketches/chair_30_3_bedChair.png
1169,chair,30,4,bedChair,baseline_sketches/chair_30_4_bedChair.png
1170,chair,15,0,bedChair,baseline_sketches/chair_15_0_bedChair.png
1171,chair,15,1,bedChair,baseline_sketches/chair_15_1_bedChair.png
1172,chair,15,2,bedChair,baseline_sketches/chair_15_2_bedChair.png
1173,chair,15,3,bedChair,baseline_sketches/chair_15_3_bedChair.png
1174,chair,15,4,bedChair,baseline_sketches/chair_15_4_bedChair.png
1175,chair,15,5,bedChair,baseline_sketches/chair_15_5_bedChair.png
1176,chair,15,6,bedChair,baseline_sketches/chair_15_6_bedChair.png
1177,chair,15,7,bedChair,baseline_sketches/chair_15_7_bedChair.png
1178,chair,15,8,bedChair,baseline_sketches/chair_15_8_bedChair.png
